"Artist and Title","Wks","T10","Pk","(x?)","PkStreams","Total"
"Vianney - Pour de vrai","9","","98","","380,015","3,068,931"
"Ella Fitzgerald - Frosty The Snowman","5","","69","","808,139","3,060,962"
"Bigflo & Oli - Karma","4","","43","","1,004,948","3,060,046"
"The Weeknd - Die For You","9","","146","","425,799","3,058,778"
"Jul - Henrico","10","","27","","640,400","3,058,502"
"DJ Khaled - POPSTAR","9","","90","","474,744","3,057,364"
"BoyWithUke - Toxic","9","","118","","411,097","3,055,923"
"Jul - Love de moi","6","","44","","940,755","3,052,744"
"GIMS - Ceci n'est pas du rap","7","","71","","533,739","3,049,764"
"Werenoi - La vie de star","4","","24","","1,323,424","3,049,637"
"La Fouine - Vision","4","","20","","1,206,911","3,049,406"
"Ninho - Bavard","8","","14","","912,599","3,044,792"
"Leto - Sosa","6","","60","","629,199","3,044,516"
"Damso - Tout tenter","3","","13","","1,777,083","3,043,878"
"Bing Crosby - I Wish You A Merry Christmas","7","","61","","799,584","3,043,087"
"Niska - J’suis dans les wayes","5","","21","","1,293,400","3,036,546"
"Jazzy Bazz - Albiceleste","6","","29","","906,709","3,035,773"
"*NSYNC - Bye Bye Bye","6","","99","","590,706","3,032,243"
"Sage The Gemini - Now and Later","14","","56","","290,623","3,028,924"
"Jul - On est trop","21","","65","","174,637","3,028,306"
"The Weeknd - After Hours","7","","40","","760,265","3,027,522"
"Lomepal - 50°","4","","15","","1,415,455","3,026,963"
"SCH - Niobe","4","1","9","","1,431,634","3,024,212"
"Selena Gomez - Fetish","10","","25","","478,722","3,024,062"
"Vald - Halloween","4","1","8","","1,460,042","3,021,220"
"4Keus - Paris la nuit","9","","99","","414,123","3,020,855"
"Alpha Wann - philly flingo","7","","28","","1,012,015","3,020,413"
"Boza - Hecha Pa' Mi","10","","117","","371,741","3,015,945"
"Slimane - Paname","23","","47","","269,323","3,012,736"
"SDM - Fame","6","","51","","752,555","3,012,058"
"Vald - Ignorant","5","","12","","1,342,487","3,011,703"
"Pop Smoke - Hello","10","","128","","346,290","3,003,939"
"Lefa - Mauvais","6","","26","","850,085","3,000,621"
"Ninho - Mama No Cry","8","","13","","930,652","2,999,813"
"Freeze corleone - Isshin Ashina","3","","13","","1,528,824","2,998,416"
"Dj Quick - Elle m'a dit","6","","30","","867,571","2,998,361"
"Tate McRae - Sports car","7","","140","","459,135","2,996,761"
"Koba LaD - Honey","6","","11","","1,174,379","2,992,337"
"Calvin Harris - Rollin","12","","49","","331,899","2,988,064"
"Santana - Maria Maria","7","","105","","485,939","2,986,258"
"Louane - Jour 1","40","","30","","161,103","2,985,564"
"Drake - Fair Trade","6","","16","","1,077,557","2,974,794"
"Leto - A&H","10","","97","","423,589","2,972,670"
"Young Thug - The London","10","","94","","405,835","2,971,398"
"Nekfeu - Ολά Καλά","2","","17","","2,033,744","2,968,680"
"Himra - NUMBER ONE","7","","155","","451,723","2,967,461"
"Jazzy Bazz - Élément 115","5","","11","","1,163,969","2,966,927"
"Marnik - Gam Gam","8","","56","","489,090","2,966,802"
"PARTYNEXTDOOR - BELIEVE IT","8","","61","","525,816","2,966,362"
"Kygo - Hot Stuff","10","","150","","341,163","2,964,782"
"Orelsan - Boss","3","","13","","1,635,893","2,962,610"
"Landy - Filon","8","","107","","547,350","2,962,262"
"Alessia Cara - Here","29","","58","","150,311","2,962,047"
"Laylow - WINDOW SHOPPER PART. 2","6","","17","","1,225,065","2,961,857"
"Billie Eilish - No Time To Die","6","","35","","855,241","2,961,796"
"TKS 2G - La Police","6","","105","","589,754","2,960,840"
"Lilly Wood and The Prick - Prayer in C - Robin Schulz Radio Edit","32","","32","","159,936","2,960,153"
"Tayc - GIRLFRIEND","4","","54","","840,814","2,957,830"
"Timal - Gang","7","","60","","649,309","2,957,271"
"Kendrick Lamar - DNA.","13","","15","","506,350","2,951,513"
"GIMS - J'me tire","29","6","4","","578,339","2,946,989"
"SDM - Titulaires","7","","81","","573,551","2,946,617"
"Marine - Ma faute","5","","37","","868,707","2,945,096"
"Dadju - Déjà trouvé","13","","48","","484,591","2,942,906"
"K2_sp - NOUS #2","5","","90","","626,902","2,941,575"
"Heuss L'enfoiré - Bx land 5","6","","62","","697,651","2,940,014"
"Don Omar - Danza Kuduro - Tiësto Remix","6","","110","","590,422","2,938,780"
"Drake - Girls Want Girls","5","","11","","1,160,990","2,936,746"
"Willy William - Ego","28","","55","","151,850","2,933,712"
"Naps - C'est rien c'est la rue","6","","28","","817,381","2,932,545"
"Keane - Somewhere Only We Know","9","","152","","382,892","2,929,299"
"Kendji Girac - Me Quemo","25","","19","","243,844","2,929,214"
"Squeezie - Bye Bye","6","","37","","982,410","2,928,619"
"SCH - Pharmacie","6","","16","","966,871","2,926,879"
"Jul - J'éteins mon téléphone","5","","25","","1,065,105","2,923,729"
"Jul - C'est le son de la gratte","14","","40","","375,878","2,920,522"
"Naps - Ciao","17","","96","","199,881","2,920,448"
"Matt Simons - Catch & Release - Deepend Remix","30","","56","","153,184","2,918,257"
"Leto - Immonde","6","","66","","666,436","2,918,242"
"Jul - La classe","20","","43","","259,348","2,914,593"
"Keen' V - Rien qu'une fois","29","","70","","133,231","2,911,623"
"Vald - Ma meilleure amie","15","","68","","273,345","2,910,812"
"Leto - Mozart Capitaine Jackson (Episode 1)","8","","62","","524,679","2,907,466"
"Guy2Bezbar - LA JEUNESSE DORÉE","5","","75","","724,380","2,905,611"
"Demszer - Ambiance Macabre","8","","115","","404,544","2,905,367"
"Post Malone - One Right Now","8","","120","","436,942","2,904,093"
"La Rvfleuze - MACHIAVEL","4","","36","","1,017,773","2,899,483"
"Djadja & Dinaz - PRBM","5","","18","","1,152,772","2,898,201"
"Brulux - Benzema","8","","163","","373,917","2,897,750"
"Ninho - Pourquoi","8","","14","","897,964","2,895,957"
"L'Algérino - Moula max","7","","65","","614,824","2,895,614"
"Gato - Piccolo","7","","61","","508,296","2,892,861"
"PLK - Dégaine de bandit","4","","18","","1,385,492","2,891,497"
"S-Crew - Mauvais dans le fond","4","","12","","1,423,405","2,889,635"
"Orelsan - Encore une fois","3","","16","","1,593,889","2,888,427"
"Brett Eldredge - Baby, It's Cold Outside","5","","89","","743,500","2,886,180"
"DRAM - Broccoli","24","","102","","143,115","2,884,623"
"Damso - Frère","3","","22","","1,463,642","2,882,825"
"Niska - Manu le coq","5","","23","","1,242,547","2,880,909"
"Soolking - Cosa Nostra","6","","34","","678,179","2,879,966"
"GIMS - GJS","7","","42","","637,519","2,876,994"
"Ninho - Waribana","4","","41","","1,152,198","2,876,308"
"MATTN - Children","9","","119","","367,304","2,872,395"
"David Guetta - Bad","29","7","5","","150,951","2,871,775"
"Polo & Pan - Ani Kuni","9","","110","","340,465","2,871,065"
"Dosseh - Thaïlande","10","","139","","311,114","2,863,769"
"Tayc - Forévà","6","","121","","533,496","2,863,320"
"Ziak - Espace","5","","21","","1,135,276","2,862,866"
"Jul - BDG","5","","28","","1,097,129","2,859,812"
"Ed Sheeran - Happier","13","","46","","333,766","2,858,287"
"Megan Thee Stallion - Savage","9","","92","","395,739","2,855,955"
"Banx & Ranx - Answerphone","9","","64","","406,525","2,854,956"
"Werenoi - Virus","6","","79","","683,173","2,852,945"
"Zkr - Under Armour","4","","34","","1,035,545","2,852,460"
"Tyler, The Creator - See You Again","7","","181","","442,071","2,847,733"
"Leto - Tout recommencer","6","","29","","844,784","2,847,266"
"Travis Scott - STARGAZING","8","","28","","711,393","2,847,172"
"Alan Walker - Alone","13","","54","","304,829","2,846,572"
"Burna Boy - Alone","5","","35","","773,002","2,845,860"
"Zola - Papillon","4","1","7","","1,353,213","2,843,310"
"Franglish - Mano","7","","87","","550,300","2,842,591"
"Koba LaD - Seven Binks","6","","15","","1,044,640","2,840,482"
"DJ Snake - Turn Down for What","57","","22","","98,456","2,839,814"
"MRC - Paix sans guerre","22","","125","","167,208","2,838,193"
"Musical Youth - Pass The Dutchie","8","","130","","409,801","2,837,186"
"Vald - REGULATION RELOADED","5","","56","","865,621","2,837,049"
"Jul - Le bouton","5","","20","","1,074,220","2,836,208"
"Goya Menor - Ameno Amapiano Remix","9","","133","","373,490","2,835,190"
"Vacra - Plan séquence","7","","99","","475,875","2,834,132"
"Naps - Le sens des affaires","12","","82","","309,390","2,832,291"
"DTF - Veni qui","6","","65","","674,012","2,832,221"
"Bigflo & Oli - Promesses","9","","114","","332,354","2,832,082"
"Kaaris - Cigarette","6","","12","","1,080,242","2,830,226"
"Timal - Promis","5","","18","","1,164,780","2,829,559"
"SCH - Gomorra","28","","51","","138,481","2,827,683"
"Hamza - Réel","5","1","9","","1,168,295","2,827,008"
"Zara Larsson - Uncover","25","","15","","218,662","2,826,774"
"Nekfeu - Besoin de sens","11","","14","","656,571","2,826,230"
"Rihanna - American Oxygen","21","4","6","","274,905","2,824,642"
"Nakry - Léwé","9","","151","","343,682","2,820,114"
"Sam Smith - Too Good At Goodbyes - Edit","8","","55","","396,692","2,813,024"
"Robin Schulz - Show Me Love","18","","45","","212,362","2,811,209"
"Vicetone - Astronomia","8","","126","","399,672","2,811,024"
"DA Uzi - Mexico","8","","28","","608,661","2,810,793"
"Lacrim - Colonel Carrillo","8","2","5","","687,257","2,810,547"
"Vald - NQNTMQMQMB","4","1","9","","1,443,436","2,806,278"
"Eminem - The Monster","39","14","1","(x7)","148,160","2,805,346"
"Djadja & Dinaz - Tenue de motard 4","12","","63","","333,130","2,804,551"
"Robin Schulz - Shed a Light","12","","57","","290,508","2,803,867"
"Swedish House Mafia - Heaven Takes You Home","8","","98","","450,792","2,802,879"
"Damso - Μ. Noob Saibot","10","","16","","684,611","2,802,796"
"Robin Schulz - Oh Child","9","","63","","378,695","2,801,731"
"Lartiste - Clandestina","19","","120","","174,101","2,801,192"
"Feder - Back for More","11","","45","","344,307","2,799,035"
"Sam Feldt - Post Malone","9","","138","","342,683","2,798,000"
"Booba - 31","3","","13","","1,790,933","2,797,931"
"J Balvin - Amarillo","7","","72","","510,498","2,794,918"
"Jul - Ma drogue","4","","18","","1,183,060","2,793,386"
"Jul - Mama","23","","39","","202,067","2,792,264"
"Freeze corleone - Tse Chi Lop","3","","17","","1,392,453","2,788,336"
"Vald - Sur un nouvel album","4","","11","","1,463,838","2,787,940"
"Lorenzo - Légende Vivante","6","","42","","754,379","2,787,057"
"Naps - On est fait pour ça","8","","73","","496,076","2,786,879"
"Chuck Berry - Run Rudolph Run - Single Version","7","","84","","768,417","2,785,676"
"Larry - Cité blanche","7","","79","","583,810","2,785,376"
"Lacrim - Dadinho","5","","11","","1,263,966","2,784,131"
"Bebew - J'fly","7","","64","","492,836","2,782,440"
"Werenoi - Rolls Royce","4","","17","","1,142,880","2,782,400"
"Khalid - Talk","8","","92","","373,043","2,781,385"
"Josman - My love","7","","72","","478,760","2,780,332"
"Ninho - Carbozo","8","","16","","856,744","2,778,811"
"a6el - Mauvaise tête","5","","99","","633,206","2,778,013"
"Bello&Dallas - Météo","3","","36","","1,032,844","2,775,919"
"MHD - Maman j’ai mal","24","","71","","158,273","2,772,867"
"Jul - Lova","21","","37","","207,679","2,772,724"
"Jok'air - Club des 27","8","","38","","787,298","2,772,095"
"Zedd - Happy Now","11","","137","","277,277","2,771,926"
"Hornet La Frappe - Valise","10","","42","","479,021","2,768,678"
"Indila - Dernière danse","40","10","1","(x2)","180,874","2,768,502"
"Hamza - Tsunami","3","","14","","1,591,931","2,765,362"
"SAINT PHNX - King","15","","62","","270,712","2,763,697"
"Tiakola - CATIMINI","4","","50","","913,173","2,763,424"
"MHD - Bodyguard","11","","81","","362,635","2,762,367"
"Damso - Tard la night","6","","18","","1,250,083","2,762,076"
"Doja Cat - Streets","9","","106","","356,279","2,758,342"
"Jul - Canette dans les mains","5","","24","","932,574","2,753,924"
"Bad Bunny - WHERE SHE GOES","6","","107","","528,049","2,753,351"
"menace Santana - L'apprentie sorcière !","7","","85","","547,588","2,753,108"
"Koba LaD - J’encaisse","11","","72","","366,535","2,751,802"
"Djadja & Dinaz - Souviens-toi","15","","57","","315,820","2,751,617"
"The Avener - Fade Out Lines - The Avener Rework","27","","12","","149,037","2,747,762"
"PLK - Alleluia","4","","21","","1,281,831","2,747,351"
"Django - Oiseaux","19","","130","","172,090","2,741,602"
"Shawn Mendes - Monster (Shawn Mendes & Justin Bieber)","7","","82","","484,814","2,741,126"
"Niska - Tellement gang","4","","19","","1,352,107","2,740,656"
"Shay - A l'envers","4","","37","","1,000,094","2,740,519"
"Dadju - Wouli Liya","8","","75","","487,239","2,739,224"
"Booba - Signé","4","","52","","912,082","2,739,109"
"BTS - SWIM","4","","30","","1,030,827","2,734,643"
"Avicii - Heaven","8","","100","","489,412","2,733,687"
"13 Organisé - Ma gadji","5","","14","","1,131,498","2,732,757"
"RK - J'me balade","6","","14","","911,767","2,730,035"
"Pedro Capó - Buena Suerte","8","","122","","382,141","2,727,376"
"Ariana Grande - Don’t Call Me Angel (Charlie’s Angels)","6","","55","","642,915","2,727,334"
"RK - #DansLeTierquar (Marseille)","7","","49","","585,192","2,726,399"
"Ninho - Sur paname","7","","37","","645,201","2,720,588"
"Stefflon Don - Hurtin' Me","12","","114","","240,702","2,718,871"
"Stromae - Fils de joie","4","1","8","","1,314,183","2,715,637"
"SUPER-Hi - Following the Sun","9","","127","","359,094","2,715,184"
"13 Organisé - War Zone","5","","16","","1,095,724","2,714,938"
"Vald - Regarde toi","4","","14","","1,412,019","2,711,322"
"Freeze corleone - L'homme méthode","3","","19","","1,332,091","2,710,288"
"Nathan Dawe - 21 Reasons","6","","92","","490,353","2,705,232"
"Lorenzo - MBK Rocket","6","","20","","861,840","2,705,069"
"PNL - Sheita","12","","17","","584,152","2,703,515"
"Ninho - Branché sur snap","3","","11","","1,550,320","2,702,356"
"PLK - Sac à dos","3","","23","","1,324,300","2,702,232"
"Queen - Don't Stop Me Now - Remastered 2011","9","","167","","406,253","2,702,023"
"Djadja & Dinaz - J'rentre pas chez moi","9","","120","","346,062","2,700,973"
"Bebe Rexha - New Religion","5","","101","","607,577","2,700,681"
"Luv Resval - AZNVR - Une minute de musique","4","","31","","900,400","2,699,659"
"Booba - Salside","23","","47","","206,442","2,698,671"
"La Rvfleuze - Lewis Hamilton","4","","51","","835,900","2,697,480"
"The Weeknd - I Was Never There","8","","65","","398,259","2,697,330"
"Damso - Ξ. Une âme pour deux","10","","17","","652,509","2,696,087"
"Vald - GAUCHE DROITE","4","","41","","905,454","2,694,695"
"Werenoi - CR","4","","18","","1,129,204","2,694,148"
"Ninho - Grands ensembles","4","","27","","1,188,314","2,691,920"
"Bigflo & Oli - Focus","4","","45","","946,552","2,690,198"
"Koba LaD - Ohlolo","6","","43","","743,676","2,689,795"
"Black M - Le prince Aladin","17","1","10","","319,413","2,686,495"
"Rim'K - Warning","4","","20","","1,046,291","2,686,448"
"Zola - Amiri jeans","3","","19","","1,343,955","2,684,226"
"Hamza - Only U","3","","15","","1,560,173","2,683,908"
"Armin van Buuren - Turn It Up","9","","124","","357,041","2,682,550"
"Vianney - Moi aimer Toi","17","","64","","264,376","2,682,082"
"Mister V - Tudo Bem","4","","16","","1,368,563","2,680,446"
"Ninho - Ghetto Star","3","","26","","1,313,894","2,677,801"
"Lomepal - Prends ce que tu veux chez moi","4","","23","","1,202,218","2,674,076"
"Moha La Squale - C'était pas gagné","7","","24","","610,272","2,673,456"
"Médine - Grand Paris","12","","52","","310,507","2,672,971"
"PLK - Mamie","4","","22","","1,255,115","2,671,478"
"Galantis - Runaway (U & I)","39","","44","","105,748","2,669,548"
"PLK - A l'envers","4","","33","","1,017,630","2,668,748"
"Franglish - Trop parler","7","","127","","440,548","2,665,049"
"PNL - La vie est belle","13","","21","","537,296","2,663,367"
"Sofiane - #JesuispasséchezSo EP 11","9","","14","","605,537","2,662,437"
"Scridge - Pour walou","18","","126","","186,931","2,662,210"
"Werenoi - Faf","5","","56","","856,080","2,658,911"
"Hornet La Frappe - Kawasaki","8","","101","","446,966","2,657,985"
"Maes - Le maire","4","","21","","1,308,128","2,657,896"
"Freeze corleone - Stretch 4","4","","21","","1,266,306","2,656,037"
"BLACKPINK - Pink Venom","6","","52","","628,218","2,652,589"
"Werenoi - Colisée","3","","25","","1,345,942","2,652,539"
"Noodels - Bete de meuf","9","","113","","356,837","2,649,246"
"Mister V - Vice City","4","","17","","1,348,495","2,648,961"
"Mariah Carey - O Holy Night","4","","67","","803,497","2,647,453"
"Ambiance Skandal - Offishal","4","","43","","915,493","2,643,253"
"Kendrick Lamar - King Kunta","25","","22","","177,753","2,642,030"
"Jul - Elle te balade","18","","23","","270,514","2,640,589"
"Robbie Williams - Santa Baby","4","","67","","863,032","2,639,399"
"Madeon - You're On","36","","42","","127,523","2,639,058"
"Naughty Boy - La La La","25","6","6","","448,575","2,637,529"
"Aloe Blacc - The Man","43","6","5","","152,608","2,632,561"
"Lynda - Adieu","7","","54","","501,054","2,632,364"
"Shouse - Love Tonight - David Guetta Remix Edit","9","","126","","319,516","2,629,578"
"Gradur - Méchant Sheguey","6","","27","","930,226","2,628,899"
"La Fouine - Du ferme","6","","169","","473,619","2,626,050"
"Sam Smith - I'm Not The Only One","22","1","9","","173,093","2,625,256"
"S-Crew - On va le faire","22","","53","","205,995","2,624,310"
"Britney Spears - My Only Wish (This Year)","4","","61","","888,803","2,620,852"
"Sia - Alive","22","","46","","182,282","2,620,696"
"Lorenzo - Toujours plus","5","","11","","1,056,317","2,619,200"
"M. Pokora - Si on disait","6","","66","","538,788","2,618,915"
"Bolémvn - Chic choc","7","","94","","406,393","2,618,223"
"DJ Kayz - Jour J","12","","56","","378,599","2,614,807"
"Timal - La 11","7","","39","","721,169","2,614,633"
"Vald - Happy End","4","","20","","1,279,349","2,613,256"
